"Police.Service","Period","Total.Cases","Firearm.Injuries","Firearm.Deaths","Custody.Injuries","Custody.Deaths","Vehicle.Injuries","Vehicle.Deaths","Sexual.Assault.Complaints","Other","Year","muniName","Population.2006","Population.2011","Pop.density"
"Kingston Police Service","2010-2011",4,NA,NA,1,1,NA,NA,1,1,2011,"Kingston","117,207","123,363","273.4"
"Kingston Police Service","2009-2010",1,NA,NA,NA,NA,1,NA,NA,NA,2010,"Kingston","117,207","123,363","273.4"
"Kingston Police Service","2008-2009",1,NA,NA,NA,NA,NA,NA,NA,1,2009,"Kingston","117,207","123,363","273.4"
"Kingston Police Service","2007-2008",1,NA,NA,NA,NA,1,NA,NA,NA,2008,"Kingston","117,207","123,363","273.4"
"Kingston Police Service","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,"Kingston","117,207","123,363","273.4"
"Kingston Police Service","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Kingston","117,207","123,363","273.4"
"LaSalle Police Service","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"LaSalle","27,652","28,643","438.6"
"LaSalle Police Service","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"LaSalle","27,652","28,643","438.6"
"LaSalle Police Service","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"LaSalle","27,652","28,643","438.6"
"LaSalle Police Service","2010-2011",1,NA,NA,1,NA,NA,NA,NA,NA,2011,"LaSalle","27,652","28,643","438.6"
"LaSalle Police Service","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"LaSalle","27,652","28,643","438.6"
"LaSalle Police Service","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"LaSalle","27,652","28,643","438.6"
"LaSalle Police Service","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"LaSalle","27,652","28,643","438.6"
"LaSalle Police Service","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"LaSalle","27,652","28,643","438.6"
"LaSalle Police Service","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"LaSalle","27,652","28,643","438.6"
"Leamington Police Service","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Leamington",NA,"28,403","108.4"
"Leamington Police Service","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Leamington",NA,"28,403","108.4"
"Leamington Police Service","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Leamington",NA,"28,403","108.4"
"Leamington Police Service","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Leamington",NA,"28,403","108.4"
"Leamington Police Service","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Leamington",NA,"28,403","108.4"
"Leamington Police Service","2008-2009",3,1,NA,1,1,NA,NA,NA,NA,2009,"Leamington",NA,"28,403","108.4"
"Leamington Police Service","2007-2008",1,NA,NA,1,NA,NA,NA,NA,NA,2008,"Leamington",NA,"28,403","108.4"
"Leamington Police Service","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Leamington",NA,"28,403","108.4"
"Leamington Police Service","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Leamington",NA,"28,403","108.4"
"London Police Service","2013-2014",12,NA,NA,7,1,2,NA,2,NA,2014,"London","352,395","366,151","870.6"
"London Police Service","2012-2013",22,NA,NA,15,1,2,NA,4,NA,2013,"London","352,395","366,151","870.6"
"London Police Service","2011-2012",19,NA,NA,14,NA,NA,NA,5,NA,2012,"London","352,395","366,151","870.6"
"London Police Service","2010-2011",12,NA,NA,8,2,NA,NA,2,NA,2011,"London","352,395","366,151","870.6"
"London Police Service","2009-2010",14,NA,NA,10,NA,2,NA,1,1,2010,"London","352,395","366,151","870.6"
"London Police Service","2008-2009",10,1,NA,7,2,NA,NA,NA,NA,2009,"London","352,395","366,151","870.6"
"London Police Service","2007-2008",4,NA,NA,4,NA,NA,NA,NA,NA,2008,"London","352,395","366,151","870.6"
"London Police Service","2006-2007",14,NA,NA,10,2,2,NA,NA,NA,2007,"London","352,395","366,151","870.6"
"London Police Service","2005-2006",10,NA,NA,6,2,NA,2,NA,NA,2006,"London","352,395","366,151","870.6"
"Michipicoten Township Police Service","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Wawa","3,204","2,975","7.12097276078319"
"Michipicoten Township Police Service","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Wawa","3,204","2,975","7.12097276078319"
"Michipicoten Township Police Service","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Wawa","3,204","2,975","7.12097276078319"
"Michipicoten Township Police Service","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Wawa","3,204","2,975","7.12097276078319"
"Michipicoten Township Police Service","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Wawa","3,204","2,975","7.12097276078319"
"Michipicoten Township Police Service","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Wawa","3,204","2,975","7.12097276078319"
"Michipicoten Township Police Service","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Wawa","3,204","2,975","7.12097276078319"
"Michipicoten Township Police Service","2006-2007",1,NA,NA,NA,1,NA,NA,NA,NA,2007,"Wawa","3,204","2,975","7.12097276078319"
"Michipicoten Township Police Service","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Wawa","3,204","2,975","7.12097276078319"
"Midland Police Service","2013-2014",1,NA,NA,NA,NA,NA,NA,1,NA,2014,"Midland","16,330","16,572","468.5"
"Midland Police Service","2012-2013",2,NA,NA,2,NA,NA,NA,NA,NA,2013,"Midland","16,330","16,572","468.5"
"Midland Police Service","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Midland","16,330","16,572","468.5"
"Midland Police Service","2010-2011",1,NA,NA,NA,NA,1,NA,NA,NA,2011,"Midland","16,330","16,572","468.5"
"Midland Police Service","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Midland","16,330","16,572","468.5"
"Midland Police Service","2008-2009",1,NA,1,NA,NA,NA,NA,NA,NA,2009,"Midland","16,330","16,572","468.5"
"Midland Police Service","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Midland","16,330","16,572","468.5"
"Midland Police Service","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,"Midland","16,330","16,572","468.5"
"Midland Police Service","2005-2006",1,NA,NA,1,NA,NA,NA,NA,NA,2006,"Midland","16,330","16,572","468.5"
"Niagara Regional Police Service","2013-2014",16,NA,NA,14,1,1,NA,NA,NA,2014,"Niagara Region","427,421","431,346","232.62558986113"
"Niagara Regional Police Service","2012-2013",15,NA,NA,10,2,3,NA,NA,NA,2013,"Niagara Region","427,421","431,346","232.62558986113"
"Niagara Regional Police Service","2011-2012",9,NA,NA,7,NA,2,NA,NA,NA,2012,"Niagara Region","427,421","431,346","232.62558986113"
"Niagara Regional Police Service","2010-2011",9,NA,NA,7,NA,1,NA,1,NA,2011,"Niagara Region","427,421","431,346","232.62558986113"
"Niagara Regional Police Service","2009-2010",14,NA,NA,9,1,3,NA,NA,1,2010,"Niagara Region","427,421","431,346","232.62558986113"
"Niagara Regional Police Service","2008-2009",20,NA,NA,15,1,2,1,1,NA,2009,"Niagara Region","427,421","431,346","232.62558986113"
"Niagara Regional Police Service","2007-2008",15,NA,NA,8,1,3,1,2,NA,2008,"Niagara Region","427,421","431,346","232.62558986113"
"Niagara Regional Police Service","2006-2007",13,NA,NA,5,NA,1,NA,7,NA,2007,"Niagara Region","427,421","431,346","232.62558986113"
"Niagara Regional Police Service","2005-2006",5,NA,NA,2,2,1,NA,NA,NA,2006,"Niagara Region","427,421","431,346","232.62558986113"
"North Bay Police Service","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,"North Bay","53,966","53,651","168.2"
"North Bay Police Service","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"North Bay","53,966","53,651","168.2"
"North Bay Police Service","2011-2012",1,NA,NA,NA,NA,NA,NA,1,NA,2012,"North Bay","53,966","53,651","168.2"
"North Bay Police Service","2010-2011",1,NA,NA,NA,1,NA,NA,NA,NA,2011,"North Bay","53,966","53,651","168.2"
"North Bay Police Service","2009-2010",2,NA,NA,1,NA,1,NA,NA,NA,2010,"North Bay","53,966","53,651","168.2"
"North Bay Police Service","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"North Bay","53,966","53,651","168.2"
"North Bay Police Service","2007-2008",4,NA,NA,3,NA,NA,NA,1,NA,2008,"North Bay","53,966","53,651","168.2"
"North Bay Police Service","2006-2007",2,NA,NA,1,NA,NA,NA,1,NA,2007,"North Bay","53,966","53,651","168.2"
"North Bay Police Service","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"North Bay","53,966","53,651","168.2"
"OPP Grenville County Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Grenville County Detachment","2012-2013",1,NA,1,NA,NA,NA,NA,NA,NA,2013,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Grenville County Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Grenville County Detachment","2010-2011",1,NA,NA,NA,1,NA,NA,NA,NA,2011,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Grenville County Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Grenville County Detachment","2008-2009",1,NA,NA,NA,1,NA,NA,NA,NA,2009,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Grenville County Detachment","2007-2008",2,NA,NA,NA,NA,NA,NA,2,NA,2008,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Grenville County Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Grenville County Detachment","2005-2006",1,NA,NA,1,NA,NA,NA,NA,NA,2006,"Leeds and Grenville","96,606","99,206","29.3168869240408"
"OPP Alexandria Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"North Glengarry",NA,"10,251","15.9"
"OPP Alexandria Detachment","2012-2013",1,NA,NA,NA,NA,NA,NA,1,NA,2013,"North Glengarry",NA,"10,251","15.9"
"OPP Alexandria Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"North Glengarry",NA,"10,251","15.9"
"OPP Alexandria Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"North Glengarry",NA,"10,251","15.9"
"OPP Alexandria Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"North Glengarry",NA,"10,251","15.9"
"OPP Alexandria Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"North Glengarry",NA,"10,251","15.9"
"OPP Alexandria Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"North Glengarry",NA,"10,251","15.9"
"OPP Alexandria Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"North Glengarry",NA,"10,251","15.9"
"OPP Alexandria Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"North Glengarry",NA,"10,251","15.9"
"OPP Almaguin Highlands Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Almaguin Highlands Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Almaguin Highlands Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Almaguin Highlands Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Almaguin Highlands Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Almaguin Highlands Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Almaguin Highlands Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Almaguin Highlands Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Almaguin Highlands Detachment","2005-2006",1,NA,NA,NA,1,NA,NA,NA,NA,2006,"Almaguin Highlands",NA,"23,570","4.5"
"OPP Apsley Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"North Kawartha",NA,"2,289","2.9"
"OPP Apsley Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"North Kawartha",NA,"2,289","2.9"
"OPP Apsley Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"North Kawartha",NA,"2,289","2.9"
"OPP Apsley Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"North Kawartha",NA,"2,289","2.9"
"OPP Apsley Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"North Kawartha",NA,"2,289","2.9"
"OPP Apsley Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"North Kawartha",NA,"2,289","2.9"
"OPP Apsley Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"North Kawartha",NA,"2,289","2.9"
"OPP Apsley Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"North Kawartha",NA,"2,289","2.9"
"OPP Apsley Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"North Kawartha",NA,"2,289","2.9"
"OPP Armstrong Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Armstrong",NA,"1,216","13.5"
"OPP Armstrong Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Armstrong",NA,"1,216","13.5"
"OPP Armstrong Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Armstrong",NA,"1,216","13.5"
"OPP Armstrong Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Armstrong",NA,"1,216","13.5"
"OPP Armstrong Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Armstrong",NA,"1,216","13.5"
"OPP Armstrong Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Armstrong",NA,"1,216","13.5"
"OPP Armstrong Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Armstrong",NA,"1,216","13.5"
"OPP Armstrong Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Armstrong",NA,"1,216","13.5"
"OPP Armstrong Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Armstrong",NA,"1,216","13.5"
"OPP Arnprior Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Arnprior","7,158","8,114","622.2"
"OPP Arnprior Detachment","2012-2013",1,NA,NA,NA,NA,1,NA,NA,NA,2013,"Arnprior","7,158","8,114","622.2"
"OPP Arnprior Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Arnprior","7,158","8,114","622.2"
"OPP Arnprior Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Arnprior","7,158","8,114","622.2"
"OPP Arnprior Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Arnprior","7,158","8,114","622.2"
"OPP Arnprior Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Arnprior","7,158","8,114","622.2"
"OPP Arnprior Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Arnprior","7,158","8,114","622.2"
"OPP Arnprior Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Arnprior","7,158","8,114","622.2"
"OPP Arnprior Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Arnprior","7,158","8,114","622.2"
"OPP Atikokan Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Atikokan","3,293","2,787","8.7"
"OPP Atikokan Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Atikokan","3,293","2,787","8.7"
"OPP Atikokan Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Atikokan","3,293","2,787","8.7"
"OPP Atikokan Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Atikokan","3,293","2,787","8.7"
"OPP Atikokan Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Atikokan","3,293","2,787","8.7"
"OPP Atikokan Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Atikokan","3,293","2,787","8.7"
"OPP Atikokan Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Atikokan","3,293","2,787","8.7"
"OPP Atikokan Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Atikokan","3,293","2,787","8.7"
"OPP Atikokan Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Atikokan","3,293","2,787","8.7"
"OPP Aurora Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Aurora","47,629","53,203","1,068.8"
"OPP Aurora Detachment","2012-2013",1,NA,NA,NA,NA,1,NA,NA,NA,2013,"Aurora","47,629","53,203","1,068.8"
"OPP Aurora Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Aurora","47,629","53,203","1,068.8"
"OPP Aurora Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Aurora","47,629","53,203","1,068.8"
"OPP Aurora Detachment","2009-2010",1,NA,NA,NA,NA,NA,1,NA,NA,2010,"Aurora","47,629","53,203","1,068.8"
"OPP Aurora Detachment","2008-2009",1,NA,NA,1,NA,NA,NA,NA,NA,2009,"Aurora","47,629","53,203","1,068.8"
"OPP Aurora Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Aurora","47,629","53,203","1,068.8"
"OPP Aurora Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Aurora","47,629","53,203","1,068.8"
"OPP Aurora Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Aurora","47,629","53,203","1,068.8"
"OPP Bala Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Bala","1,216","1,216","13.4617513561386"
"OPP Bala Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Bala","1,216","1,216","13.4617513561386"
"OPP Bala Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Bala","1,216","1,216","13.4617513561386"
"OPP Bala Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Bala","1,216","1,216","13.4617513561386"
"OPP Bala Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Bala","1,216","1,216","13.4617513561386"
"OPP Bala Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Bala","1,216","1,216","13.4617513561386"
"OPP Bala Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Bala","1,216","1,216","13.4617513561386"
"OPP Bala Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Bala","1,216","1,216","13.4617513561386"
"OPP Bala Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Bala","1,216","1,216","13.4617513561386"
"OPP Bancroft Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Bancroft","3,838","3,880","16.9"
"OPP Bancroft Detachment","2012-2013",1,1,NA,NA,NA,NA,NA,NA,NA,2013,"Bancroft","3,838","3,880","16.9"
"OPP Bancroft Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Bancroft","3,838","3,880","16.9"
"OPP Bancroft Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Bancroft","3,838","3,880","16.9"
"OPP Bancroft Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Bancroft","3,838","3,880","16.9"
"OPP Bancroft Detachment","2008-2009",1,NA,NA,NA,NA,NA,NA,1,NA,2009,"Bancroft","3,838","3,880","16.9"
"OPP Bancroft Detachment","2007-2008",1,NA,NA,1,NA,NA,NA,NA,NA,2008,"Bancroft","3,838","3,880","16.9"
"OPP Bancroft Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Bancroft","3,838","3,880","16.9"
"OPP Bancroft Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Bancroft","3,838","3,880","16.9"
"OPP Barrie Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Barrie","128,430","136,063","1,758.1"
"OPP Barrie Detachment","2012-2013",2,NA,NA,1,1,NA,NA,NA,NA,2013,"Barrie","128,430","136,063","1,758.1"
"OPP Barrie Detachment","2011-2012",1,NA,NA,NA,NA,NA,1,NA,NA,2012,"Barrie","128,430","136,063","1,758.1"
"OPP Barrie Detachment","2010-2011",1,NA,NA,NA,NA,NA,1,NA,NA,2011,"Barrie","128,430","136,063","1,758.1"
"OPP Barrie Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,"Barrie","128,430","136,063","1,758.1"
"OPP Barrie Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Barrie","128,430","136,063","1,758.1"
"OPP Barrie Detachment","2007-2008",1,NA,NA,1,NA,NA,NA,NA,NA,2008,"Barrie","128,430","136,063","1,758.1"
"OPP Barrie Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Barrie","128,430","136,063","1,758.1"
"OPP Barrie Detachment","2005-2006",1,NA,NA,1,NA,NA,NA,NA,NA,2006,"Barrie","128,430","136,063","1,758.1"
"OPP Bracebridge Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Bracebridge","15,652","15,414","24.6"
"OPP Bracebridge Detachment","2012-2013",3,NA,NA,1,1,NA,NA,NA,1,2013,"Bracebridge","15,652","15,414","24.6"
"OPP Bracebridge Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Bracebridge","15,652","15,414","24.6"
"OPP Bracebridge Detachment","2010-2011",0,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Bracebridge","15,652","15,414","24.6"
"OPP Bracebridge Detachment","2009-2010",4,NA,NA,4,NA,NA,NA,NA,NA,2010,"Bracebridge","15,652","15,414","24.6"
"OPP Bracebridge Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,"Bracebridge","15,652","15,414","24.6"
"OPP Bracebridge Detachment","2007-2008",4,NA,NA,1,1,1,1,NA,NA,2008,"Bracebridge","15,652","15,414","24.6"
"OPP Bracebridge Detachment","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,"Bracebridge","15,652","15,414","24.6"
"OPP Bracebridge Detachment","2005-2006",1,NA,NA,1,NA,NA,NA,NA,NA,2006,"Bracebridge","15,652","15,414","24.6"
"OPP Brant Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,"Brant","34,415","35,638","42.3"
"OPP Brant Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Brant","34,415","35,638","42.3"
"OPP Brant Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Brant","34,415","35,638","42.3"
"OPP Brant Detachment","2010-2011",1,NA,NA,NA,NA,1,NA,NA,NA,2011,"Brant","34,415","35,638","42.3"
"OPP Brant Detachment","2009-2010",1,NA,NA,1,NA,NA,NA,NA,NA,2010,"Brant","34,415","35,638","42.3"
"OPP Brant Detachment","2008-2009",2,NA,NA,2,NA,NA,NA,NA,NA,2009,"Brant","34,415","35,638","42.3"
"OPP Brant Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Brant","34,415","35,638","42.3"
"OPP Brant Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Brant","34,415","35,638","42.3"
"OPP Brant Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Brant","34,415","35,638","42.3"
"OPP Bruce Penisula Detachment","2013-2014",1,NA,NA,1,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA
"OPP Bruce Penisula Detachment","2012-2013",1,NA,NA,NA,NA,NA,NA,1,NA,2013,NA,NA,NA,NA
"OPP Bruce Penisula Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,NA,NA,NA
"OPP Bruce Penisula Detachment","2010-2011",1,1,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA
"OPP Bruce Penisula Detachment","2009-2010",0,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA
"OPP Bruce Penisula Detachment","2008-2009",0,NA,NA,NA,NA,NA,NA,NA,NA,2009,NA,NA,NA,NA
"OPP Bruce Penisula Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA,NA,NA
"OPP Bruce Penisula Detachment","2006-2007",1,NA,NA,1,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA
"OPP Bruce Penisula Detachment","2005-2006",1,NA,NA,NA,1,NA,NA,NA,NA,2006,NA,NA,NA,NA
"OPP Burlington Detachment","2013-2014",2,NA,NA,NA,NA,1,1,NA,NA,2014,"Burlington","164,415","175,779","946.8"
"OPP Burlington Detachment","2012-2013",0,NA,NA,NA,NA,NA,NA,NA,NA,2013,"Burlington","164,415","175,779","946.8"
"OPP Burlington Detachment","2011-2012",0,NA,NA,NA,NA,NA,NA,NA,NA,2012,"Burlington","164,415","175,779","946.8"
"OPP Burlington Detachment","2010-2011",2,NA,NA,NA,NA,2,NA,NA,NA,2011,"Burlington","164,415","175,779","946.8"
"OPP Burlington Detachment","2009-2010",1,NA,NA,NA,NA,1,NA,NA,NA,2010,"Burlington","164,415","175,779","946.8"
"OPP Burlington Detachment","2008-2009",1,NA,NA,NA,NA,1,NA,NA,NA,2009,"Burlington","164,415","175,779","946.8"
"OPP Burlington Detachment","2007-2008",0,NA,NA,NA,NA,NA,NA,NA,NA,2008,"Burlington","164,415","175,779","946.8"
"OPP Burlington Detachment","2006-2007",0,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Burlington","164,415","175,779","946.8"
"OPP Burlington Detachment","2005-2006",0,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Burlington","164,415","175,779","946.8"
"OPP Caledon Detachment","2013-2014",0,NA,NA,NA,NA,NA,NA,NA,NA,2014,"Caledon","57,050","59,460","86.4"
